id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
69	ratcliff (2002)	"<table><tr><td>Authors:</td><td>ratcliff, ann; coughlin, sue; lehman, mark</td></tr><tr><td>Title:</td><td>factors influencing ratings of speech naturalness in augmentative and alternative communication</td></tr><tr><td>Source:</td><td>augmentative and alternative communication, 18(1), 11-19</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1080/aac.18.1.11.19	-0.8224	-0.0125	3	4	0	0	2002	0	0
70	romportl (2014)	"<table><tr><td>Authors:</td><td>romportl, jan</td></tr><tr><td>Title:</td><td>speech synthesis and uncanny valley</td></tr><tr><td>Source:</td><td>international conference on text, speech, and dialogue, 595-602</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-3-319-10816-2_72	0.3553	0.2058	2	4	0	0	2014	0	0
71	urakami (2020)	"<table><tr><td>Authors:</td><td>urakami, jaqueline; sutthithatip, sujitra; moore, billie akwa</td></tr><tr><td>Title:</td><td>the effect of naturalness of voice and empathic responses on enjoyment, attitudes and motivation for interacting with a voice user interface</td></tr><tr><td>Source:</td><td>human-computer interaction. multimodal and natural interaction: thematic area, hci 2020, 12182, 244-259</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/978-3-030-49062-1_17	0.245	0.1332	2	3	0	0	2020	0	0
72	velner (2020)	"<table><tr><td>Authors:</td><td>velner, ella; boersma, paul p g; de graaf, maartje m a</td></tr><tr><td>Title:</td><td>intonation in robot speech: does it work the same as with people?</td></tr><tr><td>Source:</td><td>hri '20: proceedings of the 2020 acm/ieee international conference on human-robot interaction, 569-578</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1145/3319502.3374801	0.2139	0.5556	1	1	0	0	2020	0	0
73	schirmer (2017)	"<table><tr><td>Authors:</td><td>schirmer, annett; adolphs, ralph</td></tr><tr><td>Title:</td><td>emotion perception from face, voice, and touch: comparisons and convergence</td></tr><tr><td>Source:</td><td>trends in cognitive sciences, 21(3), 216-228</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.tics.2017.01.001	0.8777	-0.7715	6	3	198	5.28	2017	198	5.28
74	fruhholz (2016)	"<table><tr><td>Authors:</td><td>fruhholz, sascha; trost, wiebke; kotz, sonja a.</td></tr><tr><td>Title:</td><td>the sound of emotions-towards a unifying neural network perspective of affective sound processing</td></tr><tr><td>Source:</td><td>neuroscience and biobehavioral reviews, 68, 96-110</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.neubiorev.2016.05.002	0.8677	-0.9184	6	1	125	2.5685	2016	125	2.5685
77	young (2020)	"<table><tr><td>Authors:</td><td>young, andrew w.; fruhholz, sascha; schweinberger, stefan r.</td></tr><tr><td>Title:</td><td>face and voice perception: understanding commonalities and differences</td></tr><tr><td>Source:</td><td>trends in cognitive sciences, 24(5), 398-410</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.tics.2020.02.001	0.8218	-0.8799	6	7	75	3.4483	2020	75	3.4483
78	schweinberger (2014)	"<table><tr><td>Authors:</td><td>schweinberger, stefan r.; kawahara, hideki; simpson, adrian p.; skuk, verena g.; zaeske, romi</td></tr><tr><td>Title:</td><td>speaker perception</td></tr><tr><td>Source:</td><td>wiley interdisciplinary reviews-cognitive science, 5(1), 15-25</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1002/wcs.1261	0.7681	-0.8423	6	2	74	2	2014	74	2
79	yovel (2013)	"<table><tr><td>Authors:</td><td>yovel, galit; belin, pascal</td></tr><tr><td>Title:</td><td>a unified coding strategy for processing faces and voices</td></tr><tr><td>Source:</td><td>trends in cognitive sciences, 17(6), 263-271</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.tics.2013.04.004	0.7454	-0.8718	6	2	106	1.8596	2013	106	1.8596
80	belin (2004)	"<table><tr><td>Authors:</td><td>belin, p; fecteau, s; bédard, c</td></tr><tr><td>Title:</td><td>thinking the voice:: neural correlates of voice perception</td></tr><tr><td>Source:</td><td>trends in cognitive sciences, 8(3), 129-135</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.tics.2004.01.008	0.791	-0.6801	6	4	577	1	2004	577	1
81	belin (2011)	"<table><tr><td>Authors:</td><td>belin, pascal; bestelmeyer, patricia e. g.; latinus, marianne; watson, rebecca</td></tr><tr><td>Title:</td><td>understanding voice perception</td></tr><tr><td>Source:</td><td>british journal of psychology, 102, 711-725</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1111/j.2044-8295.2011.02041.x	0.718	-0.8004	6	5	199	2.5243	2011	199	2.5243
82	lavan (2023)	"<table><tr><td>Authors:</td><td>lavan, nadine; mcgettigan, carolyn</td></tr><tr><td>Title:</td><td>a model for person perception from familiar and unfamiliar voices</td></tr><tr><td>Source:</td><td>communications psychology, 1</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1038/s44271-023-00001-4	0.8314	-0.9401	6	1	0	0	2023	0	0
